"Initiative Name","Item Name","PO Number","CMS Job No.","Total Quantity","Delivery Country","Quantity","No. of Pallets","Size of Pallet (h x w x d)","Assembled Product Size (h x w x d)","Outer Pack Size (h x w x d)","Artwork/Promotion","Claim","Artwork Version","Die Cut Version","Artwork Due date","Actual artwork received date","Artwork approved date","Requested Delivery date","Confirmed Delivery Date","Updated Delivery Date","Actual Date Delivered","CMS POD (Y/N)","GR (Y/N)","Invoiced (Y/N)","Labelling","Delivery Address","Booking In Details","Comments","Supplier","PDF downdloaded from Box.com","Approval from Box.com","Status","Orderer","Unit Cost (EUR)","Order Total (EUR)"
"Disney Star Wars and Frozen","2 Facing FSDU - Frozen","","","","UK and ROI Cluster","0","","","410mm x 1246mm (including header 1556mm) x 380mm
","TBC","","","","","2015-11-21T12:00:00Z","","","0000-01-01T12:00:00.000Z","","","","","","","","UK: CPM","","","","","","ARTWORK SUBMITTED","robert.radford@kellogg.com","26.82","0.00"
"Disney Star Wars and Frozen","2 Facing FSDU - Star Wars","","","","UK and ROI Cluster","0","","","410mm x 1246mm (including header 1556mm) x 380mm
","TBC","","","","","2015-11-21T12:00:00Z","","","0000-01-01T12:00:00.000Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ARTWORK SUBMITTED","robert.radford@kellogg.com","26.82","0.00"
"Disney Star Wars and Frozen","2 Facing FSDU - Star Wars","","","","UK and ROI Cluster","0","","","410mm x 1246mm (including header 1556mm) x 380mm
","TBC","","","","","2015-11-21T12:00:00Z","","","0000-01-01T12:00:00.000Z","","","","","","","","UK: CPM","","","","","","ARTWORK SUBMITTED","robert.radford@kellogg.com","26.82","0.00"
"Disney Star Wars and Frozen","Corner Board - 4 per set - Frozen","","","","UK and ROI Cluster","1","","","900mm x 300mm x 300mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-11-21T12:00:00Z","","","0000-01-01T12:00:00.000Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ARTWORK SUBMITTED","robert.radford@kellogg.com","11.61 ","11.61"
"Disney Star Wars and Frozen","Corner Board - 4 per set - Frozen","","","","UK and ROI Cluster","1","","","900mm x 300mm x 300mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-11-21T12:00:00Z","","","0000-01-01T12:00:00.000Z","","","","","","","","UK: CPM","","","","","","ARTWORK SUBMITTED","robert.radford@kellogg.com","11.61 ","11.61"
"Disney Star Wars and Frozen","Corner Board - 4 per set - Star Wars","","","","UK and ROI Cluster","1","","","900mm x 300mm x 300mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-11-21T12:00:00Z","","","0000-01-01T12:00:00.000Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ARTWORK SUBMITTED","robert.radford@kellogg.com","11.61","11.61"
"Disney Star Wars and Frozen","Corner Board - 4 per set - Star Wars","","","","UK and ROI Cluster","1","","","900mm x 300mm x 300mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-11-21T12:00:00Z","","","0000-01-01T12:00:00.000Z","","","","","","","","UK: CPM","","","","","","ARTWORK SUBMITTED","robert.radford@kellogg.com","11.61","11.61"
"Disney Star Wars and Frozen","Quarter Pallet FSDU (3 wide) WITHOUT PREMIA - Star Wars","","","","UK and ROI Cluster","1","","","1470mm x 600mm x 400mm
","","","","","","2015-11-21T12:00:00Z","","","0000-01-01T12:00:00.000Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ARTWORK SUBMITTED","robert.radford@kellogg.com","27.99 ","27.99"
"Disney Star Wars and Frozen","Quarter Pallet FSDU (3 wide) WITHOUT PREMIA - Star Wars","","","","UK and ROI Cluster","1","","","1470mm x 600mm x 400mm
","","","","","","2015-11-21T12:00:00Z","","","0000-01-01T12:00:00.000Z","","","","","","","","UK: CPM","","","","","","ARTWORK SUBMITTED","robert.radford@kellogg.com","27.99 ","27.99"
"Disney Star Wars and Frozen","ROI ONLY - Dunnes Gondola End Kits (2 Side Panels) – Dual","","","","UK and ROI Cluster","0","","","1737mm (h) x 380mm (w)","Must not exceed 900mm x 900mm x 172mm","","","","","2015-11-21T12:00:00Z","","","0000-01-01T12:00:00.000Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ARTWORK SUBMITTED","robert.radford@kellogg.com","15.20","0.00"
"Disney Star Wars and Frozen","ROI ONLY - Dunnes Gondola End Kits (2 Side Panels) – Frozen","","","","UK and ROI Cluster","0","","","1737mm (h) x 380mm (w)","Must not exceed 900mm x 900mm x 172mm","","","","","2015-11-21T12:00:00Z","","","0000-01-01T12:00:00.000Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ARTWORK SUBMITTED","robert.radford@kellogg.com","15.20","0.00"
"Disney Star Wars and Frozen","ROI ONLY - Dunnes Gondola End Kits (2 Side Panels) – Star Wars","","","","UK and ROI Cluster","0","","","1737mm (h) x 380mm (w)","Must not exceed 900mm x 900mm x 172mm","","","","","2015-11-21T12:00:00Z","","","0000-01-01T12:00:00.000Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ARTWORK SUBMITTED","robert.radford@kellogg.com","15.20","0.00"
"Disney Star Wars and Frozen","SEL's (pk 4)","","","","UK and ROI Cluster","0","","","110mm wide x 39mm tall.  ","","","","","","2015-11-21T12:00:00Z","","","0000-01-01T12:00:00.000Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ARTWORK SUBMITTED","robert.radford@kellogg.com","0","0.00"
"Disney Star Wars and Frozen","SEL's (pk 4)","","","","UK and ROI Cluster","1","","","110mm wide x 39mm tall.  ","","","","","","2015-11-21T12:00:00Z","","","0000-01-01T12:00:00.000Z","","","","","","","","UK: CPM","","","","","","ARTWORK SUBMITTED","robert.radford@kellogg.com","0","0.00"
"Disney Star Wars and Frozen","Single Cereal FSDU (1 wide) - Frozen","","","","UK and ROI Cluster","0","","","1400mm x 280mm x 300mm","Must not exceed 900mm x 900mm x 172mm","","","","","2015-11-21T12:00:00Z","","","0000-01-01T12:00:00.000Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ARTWORK SUBMITTED","robert.radford@kellogg.com","11.44","0.00"
"Disney Star Wars and Frozen","Single Cereal FSDU (1 wide) - Frozen","","","","UK and ROI Cluster","0","","","1400mm x 280mm x 300mm","Must not exceed 900mm x 900mm x 172mm","","","","","2015-11-21T12:00:00Z","","","0000-01-01T12:00:00.000Z","","","","","","","","UK: CPM","","","","","","ARTWORK SUBMITTED","robert.radford@kellogg.com","11.44","0.00"
"Disney Star Wars and Frozen","Single Cereal FSDU (1 wide) - Star Wars","","","","UK and ROI Cluster","0","","","1400mm x 280mm x 300mm","Must not exceed 900mm x 900mm x 172mm","","","","","2015-11-21T12:00:00Z","","","0000-01-01T12:00:00.000Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ARTWORK SUBMITTED","robert.radford@kellogg.com","11.44","0.00"
"Disney Star Wars and Frozen","Single Cereal FSDU (1 wide) - Star Wars","","","","UK and ROI Cluster","0","","","1400mm x 280mm x 300mm","Must not exceed 900mm x 900mm x 172mm","","","","","2015-11-21T12:00:00Z","","","0000-01-01T12:00:00.000Z","","","","","","","","UK: CPM","","","","","","ARTWORK SUBMITTED","robert.radford@kellogg.com","11.44","0.00"
"Easter Pringles UK Q1 2017","001. 24 Can FSDU Body","","","","UK and ROI Cluster","350","","","1335mm (h) (1556mm including Header) x 270mm x 270mm"," 723mm (h) x 586mm (w) x 50mm (d)","","","","","","2017-02-22T11:54:44.630Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","robert.radford@kellogg.com","0","0.00"
"Easter Pringles UK Q1 2017","002. 24 Can FSDU Header (Initiative)","","","","UK and ROI Cluster","350","","","289mm (h) x 280mm (w)","Card Sleeve - please confirm final dimensions. Oversized header.","","","","","","2017-02-22T11:54:44.630Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","robert.radford@kellogg.com","0","0.00"
"Easter Pringles UK Q1 2017","004. 76 Can FSDU Body","","","","UK and ROI Cluster","700","","","1637mm (h) x 420mm (w) x 320mm (d) including header (1380mm h excluding header)","995mm (h) x 800mm (w) x 50mm (d)","","","","","","2017-02-22T11:54:44.630Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","robert.radford@kellogg.com","0","0.00"
"Easter Pringles UK Q1 2017","005. 76 Can FSDU Header (Initiative)","","","","UK and ROI Cluster","700","","","327mm (h) x 422mm (w)","510mm  x 375mm x 15mm","","","","","","2017-02-22T11:54:44.630Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","robert.radford@kellogg.com","0","0.00"
"Easter Pringles UK Q1 2017","041. SELS (x4 per pack)","","","","UK and ROI Cluster","1050","","","100mm wide x 39mm tall","Packed in an Envolope / polybag (4 to a pack)","","","","","","2017-02-22T11:54:44.630Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","robert.radford@kellogg.com","0","0.00"
"Emoji Movie Q3 2017","007. 3 Facing FSDU Body","","","","FraBeNeLux Cluster","360","","","Height including header: 1777mm
Height of unit (excluding header): 1414mm
Height of shelf: 313mm
Width of unit: 617mm
Depth of unit: 316mm
","New outer size: 886mm x 976mm x 58mm","","","","","","","","","","","","","","","","Netherlands, Panama","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","007. 3 Facing FSDU Body","","","","FraBeNeLux Cluster","680","","","Height including header: 1777mm
Height of unit (excluding header): 1414mm
Height of shelf: 313mm
Width of unit: 617mm
Depth of unit: 316mm
","New outer size: 886mm x 976mm x 58mm","","","","","","","","","","","","","","","","France, SOFTMARKETING","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","009. 3 Facing FSDU Header (Generic)","","","","FraBeNeLux Cluster","360","","","511mm (h) x 625mm (w)","","","","","","","","","","","","","","","","","Netherlands, Panama","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","009. 3 Facing FSDU Header (Generic)","","","","FraBeNeLux Cluster","680","","","511mm (h) x 625mm (w)","","","","","","","","","","","","","","","","","France, SOFTMARKETING","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","029. Header on Pole (Initiative)","","","","FraBeNeLux Cluster","24","","","Header: 700mm (h) x 1170mm (w) x 70mm (d)
(as per cutter guide)

Poles:3 x 820mm (l) x 65mm (dia)
2x Poles with Spigot ends. Spigot measures 150mm. 

Base: 580mm (h) x 730mm (w)

Overall total height from the top of the header to floor is 2450mm.","","","","","","","","","","","","","","","","","Belgium, Panama","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","029. Header on Pole (Initiative)","","","","FraBeNeLux Cluster","340","","","Header: 700mm (h) x 1170mm (w) x 70mm (d)
(as per cutter guide)

Poles:3 x 820mm (l) x 65mm (dia)
2x Poles with Spigot ends. Spigot measures 150mm. 

Base: 580mm (h) x 730mm (w)

Overall total height from the top of the header to floor is 2450mm.","","","","","","","","","","","","","","","","","France, SOFTMARKETING","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","029. Header on Pole (Initiative)","","","","FraBeNeLux Cluster","80","","","Header: 700mm (h) x 1170mm (w) x 70mm (d)
(as per cutter guide)

Poles:3 x 820mm (l) x 65mm (dia)
2x Poles with Spigot ends. Spigot measures 150mm. 

Base: 580mm (h) x 730mm (w)

Overall total height from the top of the header to floor is 2450mm.","","","","","","","","","","","","","","","","","Netherlands, Panama","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","030. Header on Pole (Generic)","","","","FraBeNeLux Cluster","340","","","Header: 700mm (h) x 1170mm (w) x 70mm (d)
(as per cutter guide)

Poles:3 x 820mm (l) x 65mm (dia)
2x Poles with Spigot ends. Spigot measures 150mm. 

Base: 580mm (h) x 730mm (w)

Overall total height from the top of the header to floor is 2450mm.","","","","","","","","","","","","","","","","","France, SOFTMARKETING","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","035. Pallet Roll","","","","FraBeNeLux Cluster","340","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","","","","","","","","","","","France, SOFTMARKETING","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","042. Totem - 1.75m (Initiative)","","","","FraBeNeLux Cluster","680","","","1750mm (h) x 590mm (w)"," 630mm (h) x 600mm (w) x 50mm (d)","","","","","","","","","","","","","","","","France, SOFTMARKETING","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","044. Aisle fin (Initiative)","","","","FraBeNeLux Cluster","240","","","600mm (h) x 160mm (w)","650mm (h) x 166mm (w) x 30mm (d)","","","","","","","","","","","","","","","","Belgium, Panama","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","048. Wobbler with Die Cut (Initiative)","","","","FraBeNeLux Cluster","900","","","120mm (h) x 120mm (w)","Bagged in 10s in envelopes.","","","","","","","","","","","","","","","","Belgium, Panama","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","005. Multi Use FSDU Header (Initiative)","","","","Southern Europe Cluster","110","",""," 485mm (h) x 420mm (w)

","500 x 500 x 10mm","","","","","","","","","","","","","","","","Spain, DSV Solutions","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","007. 3 Facing FSDU Body","","","","Southern Europe Cluster","250","","","Height including header: 1777mm
Height of unit (excluding header): 1414mm
Height of shelf: 313mm
Width of unit: 617mm
Depth of unit: 316mm
","New outer size: 886mm x 976mm x 58mm","","","","","","","","","","","","","","","","Italy, DHL Supply Chain Italy","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","007. 3 Facing FSDU Body","","","","Southern Europe Cluster","500","","","Height including header: 1777mm
Height of unit (excluding header): 1414mm
Height of shelf: 313mm
Width of unit: 617mm
Depth of unit: 316mm
","New outer size: 886mm x 976mm x 58mm","","","","","","","","","","","","","","","","Portugal, Luis Simoes Logistica Integrada","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","008. 3 Facing FSDU Header (Initiative)","","","","Southern Europe Cluster","250","","","511mm (h) x 625mm (w)","","","","","","","","","","","","","","","","","Italy, DHL Supply Chain Italy","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","008. 3 Facing FSDU Header (Initiative)","","","","Southern Europe Cluster","500","","","511mm (h) x 625mm (w)","","","","","","","","","","","","","","","","","Portugal, Luis Simoes Logistica Integrada","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","010. 1/4 Pallet FSDU Body","","","","Southern Europe Cluster","350","","","1470mm (h) x 600mm (w) x 400mm (d)","690mm (w) x 50mm (d) x 830mm (h)","","","","","","","","","","","","","","","","Spain, DSV Solutions","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","016. 1/4 pallet FSDU False Base - Spain Only","","","","Southern Europe Cluster","350","","","LONG EDGE X 4 PIECES (575mm L X 200mm H)

SHORT EDGE X 4 PIECES (385mm L X 200mm H)
","885 (w) x 210mm (h) x 53mm (d)","","","","","","","","","","","","","","","","Spain, DSV Solutions","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","021. Full Pallet wrap Body - EURO","","","","Southern Europe Cluster","50","","","EU: 1280mm (h) x 1200mm (d) x 800mm (w) (when made up)

890mm (h) without header","900mm (h) x 655mm (w) x 65mm (d)","","","","","","","","","","","","","","","","Portugal, Luis Simoes Logistica Integrada","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","022. Full Pallet wrap Header - EURO (Initiative)","","","","Southern Europe Cluster","50","","","546mm (h) x 1186mm (w)","","","","","","","","","","","","","","","","","Portugal, Luis Simoes Logistica Integrada","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","029. Header on Pole (Initiative)","","","","Southern Europe Cluster","110","","","Header: 700mm (h) x 1170mm (w) x 70mm (d)
(as per cutter guide)

Poles:3 x 820mm (l) x 65mm (dia)
2x Poles with Spigot ends. Spigot measures 150mm. 

Base: 580mm (h) x 730mm (w)

Overall total height from the top of the header to floor is 2450mm.","","","","","","","","","","","","","","","","","Spain, DSV Solutions","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","029. Header on Pole (Initiative)","","","","Southern Europe Cluster","180","","","Header: 700mm (h) x 1170mm (w) x 70mm (d)
(as per cutter guide)

Poles:3 x 820mm (l) x 65mm (dia)
2x Poles with Spigot ends. Spigot measures 150mm. 

Base: 580mm (h) x 730mm (w)

Overall total height from the top of the header to floor is 2450mm.","","","","","","","","","","","","","","","","","Italy, DHL Supply Chain Italy","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","029. Header on Pole (Initiative)","","","","Southern Europe Cluster","50","","","Header: 700mm (h) x 1170mm (w) x 70mm (d)
(as per cutter guide)

Poles:3 x 820mm (l) x 65mm (dia)
2x Poles with Spigot ends. Spigot measures 150mm. 

Base: 580mm (h) x 730mm (w)

Overall total height from the top of the header to floor is 2450mm.","","","","","","","","","","","","","","","","","Portugal, Luis Simoes Logistica Integrada","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","035. Pallet Roll","","","","Southern Europe Cluster","120","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","","","","","","","","","","","Italy, DHL Supply Chain Italy","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","035. Pallet Roll","","","","Southern Europe Cluster","80","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","","","","","","","","","","","Spain, DSV Solutions","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","039. Corner Board - 4 per set","","","","Southern Europe Cluster","120","","","880mm (h) x 300mm (w) x 300mm (d)","900mm (h) x 625mm 9w) x 40mm (d)","","","","","","","","","","","","","","","","Italy, DHL Supply Chain Italy","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","039. Corner Board - 4 per set","","","","Southern Europe Cluster","182","","","880mm (h) x 300mm (w) x 300mm (d)","900mm (h) x 625mm 9w) x 40mm (d)","","","","","","","","","","","","","","","","Spain, DSV Solutions","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","042. Totem - 1.75m (Initiative)","","","","Southern Europe Cluster","200","","","1750mm (h) x 590mm (w)"," 630mm (h) x 600mm (w) x 50mm (d)","","","","","","","","","","","","","","","","Italy, DHL Supply Chain Italy","","","","","","","","0","0.00"
"Emoji Movie Q3 2017","042. Totem - 1.75m (Initiative)","","","","Southern Europe Cluster","390","","","1750mm (h) x 590mm (w)"," 630mm (h) x 600mm (w) x 50mm (d)","","","","","","","","","","","","","","","","Spain, DSV Solutions","","","","","","","","0","0.00"
